485510001	90	1	1203531	01	0	2	0	2	日本史（一）	
485510015	90	1	2101003	01	0	1		3	微積分（一）	
485510015	90	1	3204005	01	0	2	95	3	國際人力資源管理	
485510015	90	1	5102101	03	0	1		3	個體經濟學（一）	
485510015	90	1	5102201	02	0	1	61	3	總體經濟學（一）	
485510015	90	1	5103310	01	0	1		3	計量經濟學	
485510015	90	1	5152100	05	0	1	71	3	財務管理（一）	
485510015	90	1	5154400	01	0	2	50	3	風險管理與保險	
485510015	90	1	5254101	01	0	1	75	3	會計資訊系統(一)	
485510015	90	1	9022093	01	2	1		0	體育：瑜珈(一)	
485515042	90	1	9024039	01	2	2	80	1	體育（射箭一）	
485515043	90	1	1203571	01	0	2	71	2	港澳史（一）	
486110004	90	1	1102141	01	0	1		2	中國思想史（一）	
486110004	90	1	1102821	01	0	2	78	2	道家文獻選讀（一）	
486110004	90	1	1103331	01	0	2	85	2	古文字學(一)	
486110004	90	1	1103511	01	0	2		2	敦煌學（一）	
486110004	90	1	1103611	01	0	2		2	中國戲劇選讀（一）	
486110004	90	1	1103911	01	0	2	82	2	應用文（一）	
486110004	90	1	1104411	01	0	2		2	詩經（一）	
486110004	90	1	1104731	01	0	2		2	專家詞：蘇辛詞（一）	
486110007	90	1	3545005	01	0	7	89	2	教育社會學	
486110007	90	1	3545035	01	0	7	86	2	班級經營	
486110007	90	1	3545040	01	0	7	90	2	電腦與教學	
486110007	90	1	3545060	01	0	7	100	2	教育行政	
486110007	90	1	3545150	01	0	7		2	人際關係與溝通	
486110007	90	1	3545155	01	0	7	95	2	教育法規	
486110007	90	1	3545510	01	0	7	87	3	特殊教育導論	
486110007	90	1	3545800	02	0	7	96	2	音樂科教材教法	
486110007	90	1	3545805	02	0	7	89	2	自然科教材教法	
486110007	90	1	3545820	01	0	7	95	2	學校課程革新	
486110009	90	1	3545035	01	0	7	86	2	班級經營	
486110009	90	1	3545510	01	0	7	84	3	特殊教育導論	
486110009	90	1	3545805	02	0	7	90	2	自然科教材教法	
486110009	90	1	3545835	01	0	7		2	體育科教材教法	
486110011	90	1	3545035	01	0	7	85	2	班級經營	
486110011	90	1	3545800	02	0	7	90	2	音樂科教材教法	
486110011	90	1	3545805	02	0	7	91	2	自然科教材教法	
486110011	90	1	3545820	01	0	7	94	2	學校課程革新	
486110013	90	1	1152031	01	0	5	78	3	英國文學:十九世紀	
486110013	90	1	1153005	01	0	5	82	3	法文（三）　　　	
486110013	90	1	3545005	01	0	7	89	2	教育社會學	
486110013	90	1	3545010	01	0	7		2	教育心理學	
486110013	90	1	3545035	01	0	7	87	2	班級經營	
486110013	90	1	3545060	01	0	7	94	2	教育行政	
486110013	90	1	3545155	01	0	7	96	2	教育法規	
486110013	90	1	3545510	01	0	7	85	3	特殊教育導論	
486110013	90	1	3545840	01	0	7	90	2	 多元文化教育	
486110013	90	1	3545845	01	0	7		2	青少年問題與輔導	
486110016	90	1	3545010	01	0	7		2	教育心理學	
486110016	90	1	3545020	01	0	7		2	教育測驗與評量	
486110016	90	1	3545025	01	0	7		2	教學原理與方法	
486110016	90	1	3545030	02	0	7	82	2	教學媒體	
486110016	90	1	3545060	01	0	7	81	2	教育行政	
486110016	90	1	3545125	01	0	7	80	2	課程設計	
486110016	90	1	3545150	01	0	7		2	人際關係與溝通	
486110016	90	1	3545160	01	0	7		2	教育導論	
486110021	90	1	3545035	01	0	7	85	2	班級經營	
486110021	90	1	3545150	01	0	2		2	人際關係與溝通	
486110021	90	1	3545510	01	0	2	86	3	特殊教育導論	
486110021	90	1	3545840	01	0	7	86	2	 多元文化教育	
486110024	90	1	3545035	01	0	7	83	2	班級經營	
486110024	90	1	3545520	01	0	7		2	數學科教材教法	
486110024	90	1	3545805	01	0	7	89	2	自然科教材教法	
486110024	90	1	3545835	01	0	7		2	體育科教材教法	
486110028	90	1	1152001	01	0	4	60	3	語言學概論（一）	
486110028	90	1	1154124	01	0	4	82	3	英語語音學	
486110028	90	1	7102002	02	3	3	60	2	現代英語閱讀	
486110029	90	1	1104411	01	0	2		2	詩經（一）	
486110029	90	1	1152031	01	0	5	65	3	英國文學:十九世紀	
486110029	90	1	1153007	01	0	5	73	3	德文（三）　　　　	
486110029	90	1	1203571	01	0	2	78	2	港澳史（一）	
486110029	90	1	3545015	02	0	7	79	2	輔導原理與實務	
486110029	90	1	3545020	01	0	7		2	教育測驗與評量	
486110029	90	1	3545035	01	0	7	73	2	班級經營	
486110029	90	1	3545060	01	0	7	79	2	教育行政	
486110029	90	1	3545195	01	0	7		2	教學系統設計	
486110029	90	1	3545280	01	0	7	76	2	教育人類學	
486110029	90	1	7404008	01	3	3	77	2	網路上的倫理	
486110031	90	1	9024010	01	2	2		1	體育（初級高爾夫球一）	
486110038	90	1	3545005	01	0	7	89	2	教育社會學	
486110038	90	1	3545010	01	0	7		2	教育心理學	
486110038	90	1	3545015	02	0	7	85	2	輔導原理與實務	
486110038	90	1	3545510	01	0	7	84	3	特殊教育導論	
486110039	90	1	3545035	01	0	7	85	2	班級經營	
486110039	90	1	3545510	01	0	7	88	3	特殊教育導論	
486110039	90	1	3545800	02	0	7	96	2	音樂科教材教法	
486110039	90	1	3545805	02	0	7	91	2	自然科教材教法	
486110042	90	1	3545035	01	0	7	84	2	班級經營	
486110042	90	1	3545510	01	0	7	85	3	特殊教育導論	
486110042	90	1	3545800	02	0	7	95	2	音樂科教材教法	
486110042	90	1	3545805	02	0	7	90	2	自然科教材教法	
486110043	90	1	3545005	01	0	7	89	2	教育社會學	
486110043	90	1	3545035	01	0	7	84	2	班級經營	
486110043	90	1	3545060	01	0	7	99	2	教育行政	
486110043	90	1	3545155	01	0	7	95	2	教育法規	
486110043	90	1	3545510	01	0	7	82	3	特殊教育導論	
486110043	90	1	3545800	02	0	7	95	2	音樂科教材教法	
486110043	90	1	3545805	02	0	7	91	2	自然科教材教法	
486110043	90	1	3545820	01	0	7	95	2	學校課程革新	
486110043	90	1	3545840	01	0	7	90	2	 多元文化教育	
486110044	90	1	7403001	01	3	3		2	政治學	
486110047	90	1	1102011	01	0	1		2	文字學（一）	
486110047	90	1	1102023	01	0	1		2	中國文學史（三）	
486110047	90	1	1102713	01	0	1		2	歷代文選及習作（一）	
486110047	90	1	1103311	01	0	1	40	2	聲韻學（一）	
486110047	90	1	1103911	01	0	2	76	2	應用文（一）	
486110047	90	1	1104731	01	0	2		2	專家詞：蘇辛詞（一）	
486110047	90	1	1104745	01	0	2		2	專家文: 張岱文(一)	
486110047	90	1	7401004	01	3	3	77	3	消費與生活	
486110049	90	1	1101081	01	0	2	91	2	寫作指導(一)	
486110049	90	1	1102011	01	0	1		2	文字學（一）	
486110049	90	1	1102531	01	0	2		2	中國小品文選讀（一)	
486110049	90	1	1103311	01	0	1	85	2	聲韻學（一）	
486110049	90	1	1103411	01	0	2		2	禮記（一）	
486110049	90	1	1104731	01	0	2		2	專家詞：蘇辛詞（一）	
486110049	90	1	1104745	01	0	2		2	專家文: 張岱文(一)	
486110049	90	1	7407007	01	3	3	90	2	英國女性政治史話	
486110049	90	1	9021001	04	2	1	86	0	體育（一）	
486110052	90	1	3102023	01	0	5		3	政治學（一）	
486110052	90	1	3102038	01	0	2		3	身心障礙人口與政策導論	
486110052	90	1	3102135	01	0	5		3	法學緒論	
486110052	90	1	3103016	01	0	5		3	社會福利財政	
486110052	90	1	3104001	01	0	5		2	社會政策與立法（一）	
486115007	90	1	1154079	01	0	2	89	3	外語教學法	
486115007	90	1	1154124	01	0	2	87	3	英語語音學	
486115007	90	1	1154127	01	0	2		3	閱讀與寫作教學	
486115007	90	1	1154133	01	0	2	92	3	文學作品導讀	
486115007	90	1	5202007	01	0	5	92	3	民法概要	
486115007	90	1	5204052	01	0	5	95	3	租稅法規	
486115007	90	1	5301106	06	0	5		3	商用電腦概論	
486115008	90	1	9023111	03	2	1	90	0	體育（一）	
486115013	90	1	3545005	01	0	7	88	2	教育社會學	
486115013	90	1	3545010	01	0	7		2	教育心理學	
486115013	90	1	3545015	01	0	7	83	2	輔導原理與實務	
486115013	90	1	3545125	01	0	7	95	2	課程設計	
486115013	90	1	3545150	01	0	7		2	人際關係與溝通	
486115013	90	1	3545160	01	0	7		2	教育導論	
486115013	90	1	3545195	01	0	7		2	教學系統設計	
486115013	90	1	3545210	01	0	7		2	英語會話教學	
486115013	90	1	3545280	01	0	7	83	2	教育人類學	
486115013	90	1	3545840	01	0	7	84	2	 多元文化教育	
486115014	90	1	1154126	01	0	2	88	3	西班牙文(五)	
486115019	90	1	3545005	01	0	7	90	2	教育社會學	
486115019	90	1	3545015	01	0	7	84	2	輔導原理與實務	
486115019	90	1	3545210	01	0	7		2	英語會話教學	
486115019	90	1	3545510	01	0	7	78	3	特殊教育導論	
486115019	90	1	3545800	02	0	7	92	2	音樂科教材教法	
486115019	90	1	3545805	01	0	7	90	2	自然科教材教法	
486115019	90	1	3545825	01	0	7	80	2	美勞科教材教法	
486115019	90	1	3545840	01	0	7	84	2	 多元文化教育	
486115024	90	1	3545005	01	0	7	88	2	教育社會學	
486115024	90	1	3545010	01	0	7		2	教育心理學	
486115024	90	1	3545035	01	0	7	88	2	班級經營	
486115024	90	1	3545150	01	0	7		2	人際關係與溝通	
486115024	90	1	3545155	01	0	7	95	2	教育法規	
486115024	90	1	3545210	01	0	7		2	英語會話教學	
486115024	90	1	3545510	01	0	7	84	3	特殊教育導論	
486115024	90	1	3545800	02	0	7	95	2	音樂科教材教法	
486115024	90	1	3545805	01	0	7	91	2	自然科教材教法	
486115030	90	1	3545010	01	0	7		2	教育心理學	
486115030	90	1	3545160	01	0	7		2	教育導論	
486115030	90	1	3545195	01	0	7		2	教學系統設計	
486115032	90	1	9024010	01	2	2		1	體育（初級高爾夫球一）	
486115039	90	1	3545001	01	0	7		2	教育哲學	
486115039	90	1	3545010	01	0	7		2	教育心理學	
486115039	90	1	3545125	02	0	7	95	2	課程設計	
486115039	90	1	3545160	02	0	7	94	2	教育導論	
486115042	90	1	3545005	01	0	7	88	2	教育社會學	
486115042	90	1	3545010	01	0	7		2	教育心理學	
486115042	90	1	3545125	01	0	7	90	2	課程設計	
486115042	90	1	3545210	01	0	7		2	英語會話教學	
486115049	90	1	9024111	01	2	2	15	1	體育：身材雕塑	
486115052	90	1	3545010	01	0	7		2	教育心理學	
486115052	90	1	3545015	02	0	7	82	2	輔導原理與實務	
486115052	90	1	3545035	01	0	2	78	2	班級經營	
486115052	90	1	3545125	02	0	7	95	2	課程設計	
486115073	90	1	7403002	03	3	3		2	憲法與政府	
486115073	90	1	7407006	01	3	3	70	2	終身學習與生涯規劃	
486115073	90	1	7504005	01	3	3	52	2	二十世紀的科學成就	
486120001	90	1	1203501	01	0	2	72	2	東南亞史(一)	
486120001	90	1	1203561	01	0	2	70	2	紐澳史（一）	
486120001	90	1	1203571	01	0	2	70	2	港澳史（一）	
486120001	90	1	1203751	01	0	2	80	2	中國史學名著選讀(一)	
486120001	90	1	1204841	01	0	2		2	中國歷史地理（一）	
486120001	90	1	3103035	01	0	5	85	3	社會福利行政	
486120001	90	1	3104001	01	0	5		2	社會政策與立法（一）	
486120001	90	1	3104011	01	0	2		3	社會福利實習（二）	
486120001	90	1	3545001	01	0	7		2	教育哲學	
486120001	90	1	3545125	02	0	7	93	2	課程設計	
486120001	90	1	3545235	01	0	7		2	生涯發展與諮商	
486120001	90	1	3545500	01	0	7		2	諮商理論與技術--個別諮商	
486120001	90	1	3545510	01	0	7	79	3	特殊教育導論	
486120002	90	1	9032027	01	1	2		1	戰爭淺談與危機管理－國家安全	
486120003	90	1	2101003	07	0	5		3	微積分（一）	
486120003	90	1	2101013	03	0	5		3	線性代數	
486120003	90	1	5102201	02	0	5	82	3	總體經濟學（一）	
486120003	90	1	5152090	01	0	5	75	3	民法概要	
486120003	90	1	5154170	01	0	5	70	3	財務管理個案研究	
486120004	90	1	1202421	01	0	2		3	世界近代史（一）	
486120004	90	1	3153001	01	0	5	86	3	心理測驗（一）	
486120004	90	1	3153501	01	0	5		3	生理心理學	
486120005	90	1	3545001	01	0	7		2	教育哲學	
486120005	90	1	3545010	01	0	7		2	教育心理學	
486120005	90	1	3545125	02	0	7	92	2	課程設計	
486120005	90	1	3545160	02	0	7	84	2	教育導論	
486120007	90	1	1202151	01	0	8		3	世界現代史（一）	
486120007	90	1	1202311	01	0	2		3	魏晉南北朝史（一）	
486120007	90	1	1202691	01	0	2		2	藏族史(一)	
486120007	90	1	1203161	01	0	2		2	史學方法（一）	
486120007	90	1	1203721	01	0	2		2	西洋史學史（一）	
486120007	90	1	1203761	01	0	1	60	2	史學理論(一)	
486120007	90	1	1204631	01	0	2	60	3	中國共產黨史(一)	
486120007	90	1	1204781	01	0	2	60	2	台灣海峽兩岸關係史（一）	
486120007	90	1	1204841	01	0	2		2	中國歷史地理（一）	
486120009	90	1	1202421	01	0	2		3	世界近代史（一）	
486120009	90	1	1203831	01	0	2	90	2	明清社會經濟史料導讀(一)	
486120009	90	1	3104001	01	0	5		2	社會政策與立法（一）	
486120009	90	1	7305002	01	3	3		2	基督信仰與西方近代科學	
486120010	90	1	1203501	01	0	2	92	2	東南亞史(一)	
486120010	90	1	3545035	01	0	7	89	2	班級經營	
486120010	90	1	3545510	01	0	7	89	3	特殊教育導論	
486120010	90	1	3545805	01	0	7	92	2	自然科教材教法	
486120010	90	1	3545835	01	0	7		2	體育科教材教法	
486120010	90	1	5102101	01	0	5	98	3	個體經濟學（一）	
486120010	90	1	5102201	02	0	5	85	3	總體經濟學（一）	
486120010	90	1	5153100	01	0	5	80	3	財務理論與政策	
486120010	90	1	5154170	01	0	5	77	3	財務管理個案研究	
486120010	90	1	7403004	01	3	3	88	2	環境意識與環境保護	
486120012	90	1	3545510	01	0	7	87	3	特殊教育導論	
486120012	90	1	3545520	01	0	7		2	數學科教材教法	
486120012	90	1	3545800	02	0	7	88	2	音樂科教材教法	
486120012	90	1	3545835	01	0	7		2	體育科教材教法	
486120018	90	1	3545010	01	0	7		2	教育心理學	
486120018	90	1	3545030	01	0	7	88	2	教學媒體	
486120018	90	1	3545060	01	0	7	93	2	教育行政	
486120018	90	1	3545160	02	0	7	85	2	教育導論	
486120022	90	1	1203501	01	0	2	89	2	東南亞史(一)	
486120022	90	1	3104001	01	0	5		2	社會政策與立法（一）	
486120022	90	1	3545035	01	0	7	88	2	班級經營	
486120022	90	1	3545155	01	0	7	94	2	教育法規	
486120022	90	1	3545280	01	0	7	83	2	教育人類學	
486120022	90	1	3545510	01	0	7	79	3	特殊教育導論	
486120022	90	1	3545520	01	0	7		2	數學科教材教法	
486120022	90	1	3545805	01	0	7	90	2	自然科教材教法	
486120022	90	1	3545825	01	0	7	81	2	美勞科教材教法	
486120022	90	1	3545835	01	0	7		2	體育科教材教法	
486120022	90	1	7404008	01	3	3	90	2	網路上的倫理	
486120023	90	1	3545035	01	0	7	86	2	班級經營	
486120023	90	1	3545520	01	0	7		2	數學科教材教法	
486120023	90	1	3545805	01	0	7	90	2	自然科教材教法	
486120023	90	1	3545835	01	0	7		2	體育科教材教法	
486120023	90	1	9024111	01	2	2	84	1	體育：身材雕塑	
486120024	90	1	3545001	01	0	7		2	教育哲學	
486120024	90	1	3545010	01	0	7		2	教育心理學	
486120024	90	1	3545030	02	0	7	83	2	教學媒體	
486120024	90	1	3545040	01	0	7	90	2	電腦與教學	
486120024	90	1	3545125	01	0	7	96	2	課程設計	
486120024	90	1	3545150	01	0	7		2	人際關係與溝通	
486120024	90	1	3545160	01	0	7		2	教育導論	
486120024	90	1	5301106	05	0	4		3	商用電腦概論	
486120024	90	1	5303102	01	0	4		3	系統分析與設計	
486120024	90	1	5304101	01	0	4		3	電子商務	
486120027	90	1	1154133	01	0	2	86	3	文學作品導讀	
486120028	90	1	1203501	01	0	2	66	2	東南亞史(一)	
486120028	90	1	1203561	01	0	2	62	2	紐澳史（一）	
486120028	90	1	1203571	01	0	2	60	2	港澳史（一）	
486120028	90	1	1203831	01	0	2	70	2	明清社會經濟史料導讀(一)	
486120028	90	1	3103035	01	0	5	74	3	社會福利行政	
486120028	90	1	3104001	01	0	5		2	社會政策與立法（一）	
486120028	90	1	3104011	01	0	2		3	社會福利實習（二）	
486120028	90	1	9023111	03	2	1	50	0	體育（一）	
486120032	90	1	7503007	01	3	3		2	生命科學與心理健康	
486120034	90	1	1202151	01	0	2		3	世界現代史（一）	
486120034	90	1	1202691	01	0	2		2	藏族史(一)	
486120034	90	1	1203521	01	0	2		2	美國史（一）	
486120034	90	1	1203561	01	0	2	70	2	紐澳史（一）	
486120034	90	1	1203721	01	0	2		2	西洋史學史（一）	
486120034	90	1	1203751	01	0	2	76	2	中國史學名著選讀(一)	
486120034	90	1	3203025	01	0	2	51	3	勞工關係實用英語	
486120034	90	1	7102002	09	3	3	70	2	現代英語閱讀	
486120034	90	1	9023111	03	2	1	50	0	體育（一）	
486120037	90	1	1202321	01	0	2	72	3	明清史（一）	
486120037	90	1	1203501	01	0	2	75	2	東南亞史(一)	
486120037	90	1	1203561	01	0	2	76	2	紐澳史（一）	
486120037	90	1	5153235	01	0	1	71	3	選擇權市場	
486120037	90	1	5154170	01	0	1	76	3	財務管理個案研究	
486120037	90	1	7404004	01	3	3	85	2	憲法與憲政	
486120039	90	1	3545510	01	0	7	87	3	特殊教育導論	
486120039	90	1	3545520	01	0	7		2	數學科教材教法	
486120039	90	1	3545800	02	0	7	96	2	音樂科教材教法	
486120039	90	1	3545805	01	0	7	93	2	自然科教材教法	
486120042	90	1	3545510	01	0	7	85	3	特殊教育導論	
486120042	90	1	3545800	02	0	7	92	2	音樂科教材教法	
486120042	90	1	3545805	01	0	7	90	2	自然科教材教法	
486120042	90	1	3545835	01	0	7		2	體育科教材教法	
486120045	90	1	3545030	01	0	7	88	2	教學媒體	
486120045	90	1	3545035	01	0	7	88	2	班級經營	
486120045	90	1	3545125	02	0	7	92	2	課程設計	
486120045	90	1	3545510	01	0	7	84	3	特殊教育導論	
486120050	90	1	1202421	01	0	2		3	世界近代史（一）	
486120051	90	1	1203561	01	0	2	76	2	紐澳史（一）	
486210001	90	1	2103101	01	0	1		3	複變函數論（一）	
486210001	90	1	2103521	01	0	1		3	數值線性代數導論	
486210001	90	1	9023111	01	2	1		0	體育（一）	
486210003	90	1	4103061	01	0	2		3	數值分析	
486210003	90	1	4104038	01	0	2		3	超大型積體電路系統設計概論	
486210003	90	1	4105000	01	0	2		3	資訊安全	
486210003	90	1	4105100	01	0	2		3	影像處理	
486210003	90	1	4105515	01	0	2		3	資料庫系統設計	
